season,week,celebrity_name,judge_score,fan_votes,fan_share,was_eliminated,fvli_percent,fvli_rank,n_contestants,fvli_percent_scaled
2,5,Jerry Rice,23.0,2114697.521775707,0.21146975217757072,False,7.885302478224293e-08,0.0,6,0.7885302478224293
2,5,Drew Lachey,27.0,577601.591012362,0.057760159101236205,False,9.422398408987637e-08,0.0,6,0.9422398408987637
2,6,George Hamilton,23.0,858917.5603621859,0.08589175603621861,True,9.141082439637817e-08,0.0,5,0.9141082439637815
2,6,Lisa Rinna,27.0,3132756.934005358,0.31327569340053585,False,6.867243065994643e-08,8.333333333333332,5,0.6867243065994642
2,6,Stacy Keibler,30.0,1624215.846568067,0.16242158465680673,False,8.375784153431935e-08,0.0,5,0.8375784153431933
2,6,Jerry Rice,23.0,3168169.819192024,0.31681698191920243,False,6.831830180807978e-08,0.0,5,0.6831830180807976
2,6,Drew Lachey,30.0,1215939.839872364,0.12159398398723642,False,8.784060160127638e-08,0.0,5,0.8784060160127636
2,7,Lisa Rinna,26.5,2089608.545962193,0.2089608545962193,True,7.910391454037807e-08,2.0,4,0.7910391454037807
2,7,Stacy Keibler,27.5,2442027.4882476497,0.24420274882476498,False,7.557972511752349e-08,8.333333333333332,4,0.7557972511752349
2,7,Jerry Rice,20.5,2974919.4912274578,0.2974919491227458,False,7.025080508772542e-08,0.0,4,0.7025080508772542
2,7,Drew Lachey,27.5,2493444.474562699,0.2493444474562699,False,7.5065555254373e-08,1.0,4,0.75065555254373
3,2,Harry Hamlin,21.0,999997.6300789256,0.09999976300789258,False,9.000002369921076e-08,174.33333333333331,10,0.9000002369921076
3,2,Vivica A. Fox,24.0,999999.978936956,0.09999999789369562,False,9.000000021063045e-08,75.16666666666666,10,0.9000000021063045
3,2,Monique Coleman,26.0,1000000.2232326424,0.10000002232326426,False,8.99999977676736e-08,4.333333333333334,10,0.899999977676736
3,2,Joey Lawrence,29.0,1000000.1697071308,0.10000001697071309,False,8.99999983029287e-08,32.66666666666667,10,0.899999983029287
3,2,Mario Lopez,21.0,999997.6300789256,0.09999976300789258,False,9.000002369921076e-08,174.33333333333331,10,0.9000002369921076
3,2,Emmitt Smith,24.0,999999.978936956,0.09999999789369562,False,9.000000021063045e-08,75.16666666666666,10,0.9000000021063045
3,2,Shanna Moakler,22.0,929786.333794124,0.09297863337941241,True,9.070213666205878e-08,35.66666666666667,10,0.9070213666205879
3,2,Willa Ford,23.0,999999.307412776,0.09999993074127762,False,9.000000692587225e-08,117.66666666666667,10,0.9000000692587226
3,2,Sara Evans,21.0,999997.6300789256,0.09999976300789258,False,9.000002369921076e-08,174.33333333333331,10,0.9000002369921076
3,2,Jerry Springer,19.0,1070221.117742637,0.10702211177426371,False,8.929778882257365e-08,0.0,10,0.8929778882257365
3,3,Harry Hamlin,22.0,1033638.1328142916,0.1033638132814292,True,8.966361867185712e-08,32.66666666666667,9,0.8966361867185708
3,3,Vivica A. Fox,27.0,1111111.1408599478,0.11111111408599482,False,8.888888859140055e-08,131.83333333333331,9,0.8888888859140052
3,3,Monique Coleman,27.0,1111111.1408599478,0.11111111408599482,False,8.888888859140055e-08,131.83333333333331,9,0.8888888859140052
3,3,Joey Lawrence,22.0,1111112.7383656255,0.1111112738365626,False,8.888887261634377e-08,61.0,9,0.8888887261634374
3,3,Mario Lopez,22.0,1111112.7383656255,0.1111112738365626,False,8.888887261634377e-08,61.0,9,0.8888887261634374
3,3,Emmitt Smith,19.0,1188565.673637264,0.11885656736372643,False,8.811434326362739e-08,0.0,9,0.8811434326362736
3,3,Willa Ford,22.0,1111112.7383656255,0.1111112738365626,False,8.888887261634377e-08,61.0,9,0.8888887261634374
3,3,Sara Evans,25.0,1111111.1360185535,0.1111111136018554,False,8.888888863981449e-08,174.33333333333331,9,0.8888888863981446
3,3,Jerry Springer,21.0,1111124.5607131151,0.11111245607131155,False,8.888875439286887e-08,4.333333333333334,9,0.8888875439286883
3,4,Vivica A. Fox,24.0,1142324.9326626072,0.11423249326626078,True,8.857675067337397e-08,27.0,8,0.8857675067337392
3,4,Monique Coleman,24.0,1249998.3865994236,0.12499983865994244,False,8.75000161340058e-08,131.83333333333331,8,0.8750001613400575
3,4,Joey Lawrence,27.0,1249999.0537788817,0.12499990537788824,False,8.750000946221123e-08,89.33333333333334,8,0.8750000946221118
3,4,Mario Lopez,29.0,1249999.302028889,0.12499993020288898,False,8.750000697971115e-08,32.66666666666667,8,0.875000069797111
3,4,Emmitt Smith,24.0,1249998.3865994236,0.12499983865994244,False,8.75000161340058e-08,131.83333333333331,8,0.8750001613400575
3,4,Willa Ford,28.0,1249999.1927348934,0.12499991927348941,False,8.750000807265111e-08,61.0,8,0.8750000807265106
3,4,Sara Evans,20.0,1354345.1420567948,0.13543451420567956,False,8.64565485794321e-08,0.0,8,0.8645654857943205
3,4,Jerry Springer,22.0,1253335.6035390815,0.12533356035390822,False,8.746664396460923e-08,4.333333333333334,8,0.8746664396460918
3,5,Monique Coleman,27.0,1428570.9216430753,0.1428570921643076,False,8.571429078356927e-08,73.33333333333334,7,0.8571429078356924
3,5,Joey Lawrence,25.0,1431071.8335589836,0.14310718335589842,False,8.568928166441019e-08,16.666666666666664,7,0.8568928166441016
3,5,Mario Lopez,27.0,1428570.9216430753,0.1428570921643076,False,8.571429078356927e-08,73.33333333333334,7,0.8571429078356924
3,5,Emmitt Smith,27.0,1428570.9216430753,0.1428570921643076,False,8.571429078356927e-08,73.33333333333334,7,0.8571429078356924
3,5,Willa Ford,27.0,1310574.558006996,0.13105745580069966,True,8.689425441993008e-08,22.0,7,0.8689425441993004
3,5,Sara Evans,24.0,1486320.4217523905,0.1486320421752391,False,8.513679578247612e-08,28.333333333333332,7,0.8513679578247609
3,5,Jerry Springer,24.0,1486320.4217524005,0.1486320421752401,False,8.513679578247603e-08,0.0,7,0.8513679578247599
3,7,Monique Coleman,27.0,2000003.4878792688,0.2000003487879271,False,7.999996512120738e-08,28.333333333333332,5,0.7999996512120728
3,7,Joey Lawrence,28.5,1999990.8744591128,0.1999990874459115,False,8.000009125540894e-08,99.16666666666666,5,0.8000009125540886
3,7,Mario Lopez,28.0,1999994.270012566,0.1999994270012568,False,8.000005729987441e-08,56.666666666666664,5,0.8000005729987432
3,7,Emmitt Smith,28.5,1999990.8744591128,0.1999990874459115,False,8.000009125540894e-08,99.16666666666666,5,0.8000009125540886
3,7,Jerry Springer,23.0,2000020.4931899288,0.2000020493189931,True,7.999979506810077e-08,0.0,5,0.7999979506810069
3,8,Monique Coleman,26.5,2499951.310638547,0.2499951310638548,True,7.500048689361454e-08,85.0,4,0.7500048689361452
3,8,Joey Lawrence,27.0,2500030.4018575163,0.2500030401857517,False,7.499969598142485e-08,0.0,4,0.7499969598142482
3,8,Mario Lopez,28.5,2499987.885773025,0.2499987885773026,False,7.500012114226977e-08,56.666666666666664,4,0.7500012114226974
3,8,Emmitt Smith,27.0,2500030.401730908,0.2500030401730909,False,7.499969598269094e-08,28.333333333333332,4,0.7499969598269092
4,2,John Ratzenberger,21.0,909092.8238531617,0.0909092823853164,False,9.09090717614686e-08,46.83333333333333,11,0.9090907176146835
4,2,Ian Ziering,22.0,909088.1152611984,0.09090881152612007,False,9.090911884738823e-08,89.33333333333334,11,0.9090911884738799
4,2,Clyde Drexler,18.0,975340.7466585024,0.0975340746658505,False,9.024659253341519e-08,0.0,11,0.9024659253341496
4,2,Laila Ali,27.0,909081.3217278247,0.09090813217278271,False,9.090918678272197e-08,174.33333333333331,11,0.9090918678272173
4,2,Apolo Anton Ohno,26.0,909081.2474092238,0.09090812474092262,False,9.090918752590797e-08,202.66666666666669,11,0.9090918752590774
4,2,Shandi Finnessey,20.0,909072.9884042264,0.09090729884042287,False,9.090927011595795e-08,231.0,11,0.9090927011595771
4,2,Paulina Porizkova,21.0,842891.7587017474,0.08428917587017495,True,9.157108241298274e-08,40.0,11,0.9157108241298251
4,2,Heather Mills,24.0,909082.6751191448,0.09090826751191472,False,9.090917324880877e-08,131.83333333333331,11,0.9090917324880854
4,2,Billy Ray Cyrus,21.0,909092.8238531617,0.0909092823853164,False,9.09090717614686e-08,46.83333333333333,11,0.9090907176146835
4,2,Joey Fatone,24.0,909082.6751191448,0.09090826751191472,False,9.090917324880877e-08,131.83333333333331,11,0.9090917324880854
4,2,Leeza Gibbons,21.0,909092.8238926382,0.09090928238926406,False,9.090907176107382e-08,4.333333333333334,11,0.9090907176107359
4,3,John Ratzenberger,20.0,999985.5530748796,0.09999855530748801,False,9.000014446925125e-08,200.66666666666669,10,0.9000014446925121
4,3,Ian Ziering,24.0,999999.8435391329,0.09999998435391334,False,9.000000156460873e-08,59.0,10,0.9000000156460868
4,3,Clyde Drexler,16.0,1119691.5925567655,0.11196915925567662,False,8.880308407443239e-08,0.0,10,0.8880308407443234
4,3,Laila Ali,21.0,999995.0886524748,0.09999950886524754,False,9.00000491134753e-08,158.16666666666669,10,0.9000004911347526
4,3,Apolo Anton Ohno,23.0,999999.513014403,0.09999995130144036,False,9.000000486985602e-08,115.66666666666667,10,0.9000000486985598
4,3,Shandi Finnessey,21.0,880333.7898536759,0.08803337898536763,True,9.11966621014633e-08,18.666666666666668,10,0.9119666210146324
4,3,Heather Mills,24.0,999999.8435391329,0.09999998435391334,False,9.000000156460873e-08,59.0,10,0.9000000156460868
4,3,Billy Ray Cyrus,21.0,999995.0886524748,0.09999950886524754,False,9.00000491134753e-08,158.16666666666669,10,0.9000004911347526
4,3,Joey Fatone,24.0,999999.8435391329,0.09999998435391334,False,9.000000156460873e-08,59.0,10,0.9000000156460868
4,3,Leeza Gibbons,24.0,999999.843577922,0.09999998435779225,False,9.000000156422084e-08,2.3333333333333335,10,0.9000000156422079
4,4,John Ratzenberger,16.0,1111120.4309647102,0.11111204309647107,False,8.888879569035296e-08,8.333333333333332,9,0.8888879569035291
4,4,Ian Ziering,24.0,1111107.0951551294,0.11111070951551301,False,8.888892904844875e-08,93.33333333333334,9,0.8888892904844871
4,4,Clyde Drexler,15.0,1142434.7758288477,0.11424347758288483,False,8.857565224171157e-08,0.0,9,0.8857565224171151
4,4,Laila Ali,21.0,1111105.9831901938,0.11111059831901944,False,8.888894016809811e-08,164.16666666666669,9,0.8888894016809806
4,4,Apolo Anton Ohno,26.0,1111107.6557321504,0.1111107655732151,False,8.888892344267855e-08,65.0,9,0.888889234426785
4,4,Heather Mills,23.0,1111106.7693138304,0.1111106769313831,False,8.888893230686175e-08,121.66666666666667,9,0.888889323068617
4,4,Billy Ray Cyrus,21.0,1111105.9831901938,0.11111059831901944,False,8.888894016809811e-08,164.16666666666669,9,0.8888894016809806
4,4,Joey Fatone,28.0,1111108.1181778554,0.1111108118177856,False,8.88889188182215e-08,36.66666666666667,9,0.8888891881822144
4,4,Leeza Gibbons,16.0,1079803.1884470826,0.10798031884470832,True,8.920196811552922e-08,62.666666666666664,9,0.8920196811552916
4,5,John Ratzenberger,18.0,1250000.4376009062,0.1250000437600908,False,8.749999562399106e-08,85.0,8,0.8749999562399092
4,5,Ian Ziering,24.0,1250000.323463606,0.12500003234636078,False,8.749999676536405e-08,141.66666666666669,8,0.8749999676536392
4,5,Clyde Drexler,13.0,1249995.412665994,0.12499954126659958,True,8.750004587334018e-08,198.33333333333331,8,0.8750004587334005
4,5,Laila Ali,28.0,1250000.9190090804,0.12500009190090822,False,8.749999080990932e-08,56.666666666666664,8,0.8749999080990919
4,5,Apolo Anton Ohno,30.0,1250001.3394692575,0.12500013394692594,False,8.749998660530753e-08,0.0,8,0.874999866053074
4,5,Heather Mills,21.0,1250000.1155407636,0.12500001155407656,False,8.749999884459248e-08,170.0,8,0.8749999884459234
4,5,Billy Ray Cyrus,17.0,1250001.0302462508,0.12500010302462528,False,8.749998969753761e-08,28.333333333333332,8,0.8749998969753748
4,5,Joey Fatone,25.0,1250000.4220041272,0.12500004220041291,False,8.749999577995883e-08,113.33333333333333,8,0.8749999577995871
4,6,John Ratzenberger,19.0,1549553.7822722269,0.154955378227223,False,8.450446217727788e-08,0.0,7,0.8450446217727771
4,6,Ian Ziering,24.0,1428569.0196575825,0.14285690196575854,False,8.571430980342432e-08,117.66666666666667,7,0.8571430980342415
4,6,Laila Ali,28.0,1428570.1487678152,0.14285701487678182,False,8.5714298512322e-08,46.83333333333333,7,0.8571429851232182
4,6,Apolo Anton Ohno,28.0,1428570.1487678152,0.14285701487678182,False,8.5714298512322e-08,46.83333333333333,7,0.8571429851232182
4,6,Heather Mills,23.0,1304259.644907941,0.13042596449079438,True,8.695740355092075e-08,22.666666666666668,7,0.8695740355092056
4,6,Billy Ray Cyrus,21.0,1431907.2515091212,0.1431907251509124,False,8.568092748490894e-08,4.333333333333334,7,0.8568092748490876
4,6,Joey Fatone,27.0,1428570.0041174772,0.142857000411748,False,8.571429995882538e-08,89.33333333333334,7,0.8571429995882521
4,7,John Ratzenberger,22.5,1548396.479346531,0.1548396479346531,True,8.451603520653469e-08,18.333333333333336,6,0.8451603520653467
4,7,Ian Ziering,27.0,1666667.5520886371,0.1666667552088637,False,8.333332447911363e-08,18.5,6,0.8333332447911361
4,7,Laila Ali,29.5,1666667.35922592,0.16666673592259199,False,8.33333264077408e-08,89.33333333333334,6,0.8333332640774079
4,7,Apolo Anton Ohno,27.0,1666667.5520886371,0.1666667552088637,False,8.333332447911363e-08,18.5,6,0.8333332447911361
4,7,Billy Ray Cyrus,19.0,1784933.6980090262,0.17849336980090263,False,8.215066301990974e-08,0.0,6,0.8215066301990972
4,7,Joey Fatone,29.5,1666667.3592412474,0.16666673592412473,False,8.333332640758752e-08,61.0,6,0.833333264075875
4,8,Ian Ziering,23.5,1999998.9869885717,0.19999989869885737,False,8.000001013011433e-08,28.333333333333332,5,0.8000001013011425
4,8,Laila Ali,26.5,1999998.5160340208,0.19999985160340228,False,8.000001483965984e-08,113.33333333333333,5,0.8000001483965977
4,8,Apolo Anton Ohno,29.0,1999998.646605234,0.19999986466052358,False,8.000001353394772e-08,56.666666666666664,5,0.8000001353394764
4,8,Billy Ray Cyrus,19.0,2000005.3020342237,0.20000053020342257,True,7.999994697965781e-08,0.0,5,0.7999994697965773
4,8,Joey Fatone,27.5,1999998.5483379408,0.19999985483379426,False,8.000001451662064e-08,85.0,5,0.8000001451662057
4,9,Ian Ziering,29.0,2499952.3025760627,0.24999523025760637,True,7.500047697423939e-08,85.0,4,0.7500047697423936
4,9,Laila Ali,30.0,2500006.055171314,0.2500006055171315,False,7.499993944828687e-08,28.333333333333332,4,0.7499993944828683
4,9,Apolo Anton Ohno,29.5,2500035.587126326,0.2500035587126327,False,7.499964412873675e-08,0.0,4,0.7499964412873673
4,9,Joey Fatone,30.0,2500006.055126293,0.2500006055126294,False,7.499993944873709e-08,56.666666666666664,4,0.7499993944873706
5,2,Cameron Mathison,21.0,909089.935706078,0.09090899357060782,False,9.090910064293924e-08,186.5,11,0.9090910064293923
5,2,Jane Seymour,21.0,909089.935706078,0.09090899357060782,False,9.090910064293924e-08,186.5,11,0.9090910064293923
5,2,Sabrina Bryan,26.0,909090.6486165376,0.09090906486165377,False,9.090909351383465e-08,59.0,11,0.9090909351383465
5,2,Jennie Garth,21.0,909089.935706078,0.09090899357060782,False,9.090910064293924e-08,186.5,11,0.9090910064293923
5,2,Floyd Mayweather Jr. ,21.0,909089.935706078,0.09090899357060782,False,9.090910064293924e-08,186.5,11,0.9090910064293923
5,2,Albert Reed,21.0,776375.5845575004,0.07763755845575006,True,9.223624415442502e-08,9.0,11,0.9223624415442502
5,2,Helio Castroneves,27.0,909090.6966100666,0.09090906966100668,False,9.090909303389936e-08,30.666666666666668,11,0.9090909303389936
5,2,Mel B,23.0,909090.3869352812,0.09090903869352814,False,9.09090961306472e-08,115.66666666666667,11,0.9090909613064719
5,2,Wayne Newton,15.0,1038476.4251691492,0.10384764251691493,False,8.961523574830852e-08,0.0,11,0.8961523574830852
5,2,Marie Osmond,24.0,909090.5025706128,0.0909090502570613,False,9.090909497429388e-08,87.33333333333334,11,0.9090909497429388
5,2,Mark Cuban,18.0,912426.0127165396,0.09124260127165397,False,9.087573987283462e-08,2.3333333333333335,11,0.9087573987283463
5,3,Cameron Mathison,23.0,1000000.4759871216,0.10000004759871216,False,8.999999524012878e-08,56.666666666666664,10,0.8999999524012876
5,3,Jane Seymour,27.0,1000000.0255657092,0.10000000255657092,False,8.99999997443429e-08,198.33333333333331,10,0.8999999974434288
5,3,Sabrina Bryan,27.0,1000000.0255657092,0.10000000255657092,False,8.99999997443429e-08,198.33333333333331,10,0.8999999974434288
5,3,Jennie Garth,26.0,1000000.06883821,0.10000000688382099,False,8.99999993116179e-08,127.5,10,0.8999999931161788
5,3,Floyd Mayweather Jr. ,21.0,1000001.1632549772,0.10000011632549773,False,8.999998836745022e-08,28.333333333333332,10,0.899999883674502
5,3,Helio Castroneves,24.0,1000000.2772744084,0.10000002772744084,False,8.999999722725591e-08,85.0,10,0.8999999722725589
5,3,Mel B,27.0,1000000.0255657092,0.10000000255657092,False,8.99999997443429e-08,198.33333333333331,10,0.8999999974434288
5,3,Wayne Newton,18.0,999996.3317600844,0.09999963317600843,True,9.000003668239915e-08,255.0,10,0.9000003668239913
5,3,Marie Osmond,26.0,1000000.06883821,0.10000000688382099,False,8.99999993116179e-08,127.5,10,0.8999999931161788
5,3,Mark Cuban,20.0,1000001.5373498584,0.10000015373498584,False,8.999998462650141e-08,0.0,10,0.899999846265014
5,4,Cameron Mathison,27.0,1111110.9383298766,0.1111110938329877,False,8.888889061670127e-08,65.0,9,0.8888889061670123
5,4,Jane Seymour,26.0,1111110.8691807284,0.11111108691807288,False,8.888889130819274e-08,150.0,9,0.8888889130819271
5,4,Sabrina Bryan,30.0,1111111.042038194,0.11111110420381944,False,8.888888957961809e-08,8.333333333333332,9,0.8888888957961805
5,4,Jennie Garth,27.0,1111110.9383298766,0.1111110938329877,False,8.888889061670127e-08,65.0,9,0.8888889061670123
5,4,Floyd Mayweather Jr. ,23.0,1084744.243720512,0.10847442437205124,True,8.915255756279491e-08,66.66666666666666,9,0.8915255756279488
5,4,Helio Castroneves,27.0,1111110.9383298766,0.1111110938329877,False,8.888889061670127e-08,65.0,9,0.8888889061670123
5,4,Mel B,26.0,1111110.8691807284,0.11111108691807288,False,8.888889130819274e-08,150.0,9,0.8888889130819271
5,4,Marie Osmond,26.0,1111110.8691807284,0.11111108691807288,False,8.888889130819274e-08,150.0,9,0.8888889130819271
5,4,Mark Cuban,22.0,1137479.2917094743,0.11374792917094748,False,8.862520708290529e-08,0.0,9,0.8862520708290526
5,5,Cameron Mathison,26.0,1250000.0494438934,0.12500000494438954,False,8.749999950556118e-08,99.16666666666666,8,0.8749999950556104
5,5,Jane Seymour,26.0,1250000.0494438934,0.12500000494438954,False,8.749999950556118e-08,99.16666666666666,8,0.8749999950556104
5,5,Sabrina Bryan,28.0,1250000.0333071817,0.12500000333071834,False,8.74999996669283e-08,141.66666666666669,8,0.8749999966692816
5,5,Jennie Garth,25.0,1250000.064366205,0.12500000643662068,False,8.749999935633807e-08,56.666666666666664,8,0.8749999935633794
5,5,Helio Castroneves,23.0,1250000.1506956115,0.12500001506956135,False,8.7499998493044e-08,28.333333333333332,8,0.8749999849304386
5,5,Mel B,29.0,1250000.028478001,0.1250000028478003,False,8.749999971522011e-08,170.0,8,0.8749999971521998
5,5,Marie Osmond,21.0,1255000.1120278835,0.12550001120278853,False,8.744999887972128e-08,0.0,8,0.8744999887972116
5,5,Mark Cuban,21.0,1244999.5122373162,0.12449995122373181,True,8.755000487762696e-08,198.33333333333331,8,0.8755000487762683
5,6,Cameron Mathison,25.0,1428571.3207688,0.14285713207688033,False,8.571428679231216e-08,12.666666666666668,7,0.8571428679231197
5,6,Jane Seymour,22.0,1505983.1476003998,0.15059831476004032,False,8.494016852399616e-08,0.0,7,0.8494016852399597
5,6,Sabrina Bryan,25.0,1329316.457417189,0.1329316457417192,True,8.670683542582827e-08,24.0,7,0.8670683542582808
5,6,Jennie Garth,27.0,1428571.0514327204,0.14285710514327235,False,8.571428948567295e-08,41.0,7,0.8571428948567277
5,6,Helio Castroneves,28.0,1428567.842007715,0.14285678420077183,False,8.571432157992301e-08,69.33333333333334,7,0.8571432157992281
5,6,Mel B,30.0,1428562.4811190956,0.1428562481119099,False,8.57143751888092e-08,97.66666666666666,7,0.85714375188809
5,6,Marie Osmond,23.0,1450427.6996540586,0.1450427699654062,False,8.549572300345956e-08,8.333333333333332,7,0.8549572300345937
5,7,Cameron Mathison,25.5,1666665.3941553475,0.16666653941553508,False,8.333334605844666e-08,85.0,6,0.8333334605844649
5,7,Jane Seymour,25.0,1666670.7404722583,0.16666707404722617,True,8.333329259527756e-08,0.0,6,0.8333329259527739
5,7,Jennie Garth,26.5,1666666.2890773157,0.1666666289077319,False,8.333333710922699e-08,56.666666666666664,6,0.8333333710922682
5,7,Helio Castroneves,26.0,1666665.1564627022,0.16666651564627055,False,8.333334843537312e-08,141.66666666666669,6,0.8333334843537296
5,7,Mel B,27.0,1666667.2632616314,0.16666672632616347,False,8.333332736738383e-08,28.333333333333332,6,0.8333332736738366
5,7,Marie Osmond,26.0,1666665.156570725,0.16666651565707283,False,8.333334843429289e-08,113.33333333333333,6,0.8333334843429272
5,8,Cameron Mathison,25.5,1955311.1750826512,0.19553111750826518,True,8.04468882491735e-08,33.33333333333333,5,0.8044688824917348
5,8,Jennie Garth,25.0,2003334.0628443975,0.20033340628443982,False,7.996665937155604e-08,8.333333333333332,5,0.7996665937155601
5,8,Helio Castroneves,28.5,1999998.9538117747,0.19999989538117754,False,8.000001046188227e-08,65.0,5,0.8000001046188224
5,8,Mel B,28.0,1999998.9954881803,0.1999998995488181,False,8.000001004511821e-08,36.66666666666667,5,0.8000001004511819
5,8,Marie Osmond,24.5,2041356.8127729928,0.20413568127729936,False,7.958643187227009e-08,0.0,5,0.7958643187227006
5,9,Jennie Garth,29.0,2452282.8927925704,0.24522828927925727,True,7.547717107207434e-08,25.0,4,0.7547717107207428
5,9,Helio Castroneves,30.0,2499982.056233684,0.24999820562336864,False,7.50001794376632e-08,22.5,4,0.7500017943766314
5,9,Mel B,30.0,2499982.056233684,0.24999820562336864,False,7.50001794376632e-08,22.5,4,0.7500017943766314
