season,week,contestant,prior,status,judge_score,instagram_followers,eliminated,fan_votes_scaled,fan_votes_proportion,fan_votes_pct,combined_pct
5,2,Albert Reed,instagram,INFEASIBLE,21.0,454.0,True,,,,
5,2,Helio Castroneves,instagram,INFEASIBLE,27.0,149000.0,False,,,,
5,2,Helio Castroneves,instagram,INFEASIBLE,27.0,149000.0,False,,,,
5,2,Mel B,instagram,INFEASIBLE,23.0,1800000.0,False,,,,
5,2,Wayne Newton,instagram,INFEASIBLE,15.0,14000.0,False,,,,
5,2,Marie Osmond,instagram,INFEASIBLE,24.0,385000.0,False,,,,
5,2,Mark Cuban,instagram,INFEASIBLE,18.0,22000000.0,False,,,,
5,3,Cameron Mathison,uniform,OPTIMAL,23.0,400000.0,False,833333.3364265538,0.08333333364265538,8.333333364265538,16.264367847024157
5,3,Jane Seymour,uniform,OPTIMAL,27.0,475000.0,False,833333.334526071,0.0833333334526071,8.33333334526071,17.643678172846915
5,3,Sabrina Bryan,uniform,OPTIMAL,27.0,220000.0,False,833333.334526071,0.0833333334526071,8.33333334526071,17.643678172846915
5,3,Sabrina Bryan,uniform,OPTIMAL,27.0,220000.0,False,833333.334526071,0.0833333334526071,8.33333334526071,17.643678172846915
5,3,Jennie Garth,uniform,OPTIMAL,26.0,1000000.0,False,833333.3347658076,0.08333333347658076,8.333333347658076,17.298850589037386
5,3,Floyd Mayweather Jr. ,uniform,OPTIMAL,21.0,,False,833333.3411069942,0.08333333411069942,8.333333411069942,15.574712721414768
5,3,Helio Castroneves,uniform,OPTIMAL,24.0,149000.0,False,833333.3356106755,0.08333333356106755,8.333333356106754,16.609195425072272
5,3,Helio Castroneves,uniform,OPTIMAL,24.0,149000.0,False,833333.3356106755,0.08333333356106755,8.333333356106754,16.609195425072272
5,3,Mel B,uniform,OPTIMAL,27.0,1800000.0,False,833333.334526071,0.0833333334526071,8.33333334526071,17.643678172846915
5,3,Wayne Newton,uniform,OPTIMAL,18.0,14000.0,True,833333.2922880938,0.08333332922880939,8.333332922880938,14.540229474605077
5,3,Marie Osmond,uniform,OPTIMAL,26.0,385000.0,False,833333.3347658076,0.08333333347658076,8.333333347658076,17.298850589037386
5,3,Mark Cuban,uniform,OPTIMAL,20.0,22000000.0,False,833333.3513211074,0.08333333513211073,8.333333513211073,15.229885237349006
5,3,Cameron Mathison,judge_proportional,OPTIMAL,23.0,400000.0,False,793103.4542138753,0.07931034542138754,7.931034542138754,15.862069024897373
5,3,Jane Seymour,judge_proportional,OPTIMAL,27.0,475000.0,False,931034.4847850503,0.09310344847850503,9.310344847850503,18.62068967543671
5,3,Sabrina Bryan,judge_proportional,OPTIMAL,27.0,220000.0,False,931034.4847850503,0.09310344847850503,9.310344847850503,18.62068967543671
5,3,Sabrina Bryan,judge_proportional,OPTIMAL,27.0,220000.0,False,931034.4847850503,0.09310344847850503,9.310344847850503,18.62068967543671
5,3,Jennie Garth,judge_proportional,OPTIMAL,26.0,1000000.0,False,896551.7266428351,0.08965517266428351,8.965517266428352,17.93103450780766
5,3,Floyd Mayweather Jr. ,judge_proportional,OPTIMAL,21.0,,False,724137.9468534339,0.07241379468534338,7.241379468534339,14.482758778879168
5,3,Helio Castroneves,judge_proportional,OPTIMAL,24.0,149000.0,False,827586.2111296196,0.08275862111296196,8.275862111296197,16.55172418026171
5,3,Helio Castroneves,judge_proportional,OPTIMAL,24.0,149000.0,False,827586.2111296196,0.08275862111296196,8.275862111296197,16.55172418026171
5,3,Mel B,judge_proportional,OPTIMAL,27.0,1800000.0,False,931034.4847850503,0.09310344847850503,9.310344847850503,18.62068967543671
5,3,Wayne Newton,judge_proportional,OPTIMAL,18.0,14000.0,True,620689.57517184,0.062068957517184,6.2068957517184,12.413792303442538
5,3,Marie Osmond,judge_proportional,OPTIMAL,26.0,385000.0,False,896551.7266428351,0.08965517266428351,8.965517266428352,17.93103450780766
5,3,Mark Cuban,judge_proportional,OPTIMAL,20.0,22000000.0,False,689655.209075737,0.0689655209075737,6.89655209075737,13.793103814895302
5,3,Cameron Mathison,instagram,INFEASIBLE,23.0,400000.0,False,,,,
5,3,Jane Seymour,instagram,INFEASIBLE,27.0,475000.0,False,,,,
5,3,Sabrina Bryan,instagram,INFEASIBLE,27.0,220000.0,False,,,,
5,3,Sabrina Bryan,instagram,INFEASIBLE,27.0,220000.0,False,,,,
5,3,Jennie Garth,instagram,INFEASIBLE,26.0,1000000.0,False,,,,
5,3,Floyd Mayweather Jr. ,instagram,INFEASIBLE,21.0,,False,,,,
5,3,Helio Castroneves,instagram,INFEASIBLE,24.0,149000.0,False,,,,
5,3,Helio Castroneves,instagram,INFEASIBLE,24.0,149000.0,False,,,,
5,3,Mel B,instagram,INFEASIBLE,27.0,1800000.0,False,,,,
5,3,Wayne Newton,instagram,INFEASIBLE,18.0,14000.0,True,,,,
5,3,Marie Osmond,instagram,INFEASIBLE,26.0,385000.0,False,,,,
5,3,Mark Cuban,instagram,INFEASIBLE,20.0,22000000.0,False,,,,
5,4,Cameron Mathison,uniform,OPTIMAL,27.0,400000.0,False,909090.9122450602,0.09090909122450602,9.090909122450602,18.36925963791452
5,4,Jane Seymour,uniform,OPTIMAL,26.0,475000.0,False,909090.9138628717,0.09090909138628717,9.090909138628717,18.025617042408786
5,4,Sabrina Bryan,uniform,OPTIMAL,30.0,220000.0,False,909090.9105318469,0.09090909105318469,9.090909105318469,19.400187455833933
5,4,Sabrina Bryan,uniform,OPTIMAL,30.0,220000.0,False,909090.9105318469,0.09090909105318469,9.090909105318469,19.400187455833933
5,4,Jennie Garth,uniform,OPTIMAL,27.0,1000000.0,False,909090.9122450602,0.09090909122450602,9.090909122450602,18.36925963791452
5,4,Floyd Mayweather Jr. ,uniform,OPTIMAL,23.0,,True,886908.7575030738,0.08869087575030737,8.869087575030738,16.77286764375926
5,4,Helio Castroneves,uniform,OPTIMAL,27.0,149000.0,False,909090.9122450602,0.09090909122450602,9.090909122450602,18.36925963791452
5,4,Helio Castroneves,uniform,OPTIMAL,27.0,149000.0,False,909090.9122450602,0.09090909122450602,9.090909122450602,18.36925963791452
5,4,Mel B,uniform,OPTIMAL,26.0,1800000.0,False,909090.9138628717,0.09090909138628717,9.090909138628717,18.025617042408786
5,4,Marie Osmond,uniform,OPTIMAL,26.0,385000.0,False,909090.9138628717,0.09090909138628717,9.090909138628717,18.025617042408786
5,4,Mark Cuban,uniform,OPTIMAL,22.0,22000000.0,False,931273.0308643768,0.09312730308643768,9.312730308643768,16.872867765688444
5,4,Cameron Mathison,judge_proportional,OPTIMAL,27.0,400000.0,False,927835.0622677897,0.09278350622677897,9.278350622677896,18.556701138141815
5,4,Jane Seymour,judge_proportional,OPTIMAL,26.0,475000.0,False,893470.807067436,0.0893470807067436,8.934708070674361,17.869415974454427
5,4,Sabrina Bryan,judge_proportional,OPTIMAL,30.0,220000.0,False,1030927.8395876107,0.10309278395876106,10.309278395876106,20.61855674639157
5,4,Sabrina Bryan,judge_proportional,OPTIMAL,30.0,220000.0,False,1030927.8395876107,0.10309278395876106,10.309278395876106,20.61855674639157
5,4,Jennie Garth,judge_proportional,OPTIMAL,27.0,1000000.0,False,927835.0622677897,0.09278350622677897,9.278350622677896,18.556701138141815
5,4,Floyd Mayweather Jr. ,judge_proportional,OPTIMAL,23.0,,True,751013.6636493917,0.07510136636493918,7.510136636493918,15.41391670522244
5,4,Helio Castroneves,judge_proportional,OPTIMAL,27.0,149000.0,False,927835.0622677897,0.09278350622677897,9.278350622677896,18.556701138141815
5,4,Helio Castroneves,judge_proportional,OPTIMAL,27.0,149000.0,False,927835.0622677897,0.09278350622677897,9.278350622677896,18.556701138141815
5,4,Mel B,judge_proportional,OPTIMAL,26.0,1800000.0,False,893470.807067436,0.0893470807067436,8.934708070674361,17.869415974454427
5,4,Marie Osmond,judge_proportional,OPTIMAL,26.0,385000.0,False,893470.807067436,0.0893470807067436,8.934708070674361,17.869415974454427
5,4,Mark Cuban,judge_proportional,OPTIMAL,22.0,22000000.0,False,795377.9869019161,0.0795377986901916,7.953779869019161,15.513917326063833
5,4,Cameron Mathison,instagram,INFEASIBLE,27.0,400000.0,False,,,,
5,4,Jane Seymour,instagram,INFEASIBLE,26.0,475000.0,False,,,,
5,4,Sabrina Bryan,instagram,INFEASIBLE,30.0,220000.0,False,,,,
5,4,Sabrina Bryan,instagram,INFEASIBLE,30.0,220000.0,False,,,,
5,4,Jennie Garth,instagram,INFEASIBLE,27.0,1000000.0,False,,,,
5,4,Floyd Mayweather Jr. ,instagram,INFEASIBLE,23.0,,True,,,,
5,4,Helio Castroneves,instagram,INFEASIBLE,27.0,149000.0,False,,,,
5,4,Helio Castroneves,instagram,INFEASIBLE,27.0,149000.0,False,,,,
5,4,Mel B,instagram,INFEASIBLE,26.0,1800000.0,False,,,,
5,4,Marie Osmond,instagram,INFEASIBLE,26.0,385000.0,False,,,,
5,4,Mark Cuban,instagram,INFEASIBLE,22.0,22000000.0,False,,,,
5,5,Cameron Mathison,uniform,OPTIMAL,26.0,400000.0,False,1000000.0433961756,0.10000000433961756,10.000000433961755,20.400000433961758
5,5,Jane Seymour,uniform,OPTIMAL,26.0,475000.0,False,1000000.0433961756,0.10000000433961756,10.000000433961755,20.400000433961758
5,5,Sabrina Bryan,uniform,OPTIMAL,28.0,220000.0,False,1000000.0259703506,0.10000000259703506,10.000000259703507,21.200000259703504
5,5,Sabrina Bryan,uniform,OPTIMAL,28.0,220000.0,False,1000000.0259703506,0.10000000259703506,10.000000259703507,21.200000259703504
5,5,Jennie Garth,uniform,OPTIMAL,25.0,1000000.0,False,1000000.0617115507,0.10000000617115506,10.000000617115507,20.000000617115507
5,5,Helio Castroneves,uniform,OPTIMAL,23.0,149000.0,False,1000000.197448918,0.1000000197448918,10.00000197448918,19.20000197448918
5,5,Helio Castroneves,uniform,OPTIMAL,23.0,149000.0,False,1000000.197448918,0.1000000197448918,10.00000197448918,19.20000197448918
5,5,Mel B,uniform,OPTIMAL,29.0,1800000.0,False,1000000.0213093268,0.10000000213093267,10.000000213093267,21.600000213093267
5,5,Marie Osmond,uniform,OPTIMAL,21.0,385000.0,False,1005005.4128044158,0.10050054128044159,10.050054128044158,18.450054128044158
5,5,Mark Cuban,uniform,OPTIMAL,21.0,22000000.0,True,994993.9705438196,0.09949939705438196,9.949939705438196,18.349939705438196
5,5,Cameron Mathison,judge_proportional,OPTIMAL,26.0,400000.0,False,1040000.0161084472,0.10400000161084472,10.400000161084472,20.80000016108447
5,5,Jane Seymour,judge_proportional,OPTIMAL,26.0,475000.0,False,1040000.0161084472,0.10400000161084472,10.400000161084472,20.80000016108447
5,5,Sabrina Bryan,judge_proportional,OPTIMAL,28.0,220000.0,False,1120000.0092292838,0.11200000092292839,11.20000009229284,22.40000009229284
5,5,Sabrina Bryan,judge_proportional,OPTIMAL,28.0,220000.0,False,1120000.0092292838,0.11200000092292839,11.20000009229284,22.40000009229284
5,5,Jennie Garth,judge_proportional,OPTIMAL,25.0,1000000.0,False,1000000.0234569568,0.10000000234569568,10.000000234569569,20.00000023456957
5,5,Helio Castroneves,judge_proportional,OPTIMAL,23.0,149000.0,False,920000.0773957652,0.09200000773957652,9.200000773957653,18.400000773957654
5,5,Helio Castroneves,judge_proportional,OPTIMAL,23.0,149000.0,False,920000.0773957652,0.09200000773957652,9.200000773957653,18.400000773957654
5,5,Mel B,judge_proportional,OPTIMAL,29.0,1800000.0,False,1160000.0074327807,0.11600000074327807,11.600000074327808,23.20000007432781
5,5,Marie Osmond,judge_proportional,OPTIMAL,21.0,385000.0,False,845008.0578711585,0.08450080578711584,8.450080578711585,16.850080578711584
5,5,Mark Cuban,judge_proportional,OPTIMAL,21.0,22000000.0,True,834991.70577211,0.083499170577211,8.3499170577211,16.7499170577211
5,5,Cameron Mathison,instagram,OPTIMAL,26.0,400000.0,False,960999.9934292443,0.09609999934292443,9.609999934292443,20.009999934292445
5,5,Jane Seymour,instagram,OPTIMAL,26.0,475000.0,False,960999.9935565568,0.09609999935565568,9.609999935565568,20.009999935565567
5,5,Sabrina Bryan,instagram,OPTIMAL,28.0,220000.0,False,880999.9932166195,0.08809999932166195,8.809999932166194,20.009999932166195
5,5,Sabrina Bryan,instagram,OPTIMAL,28.0,220000.0,False,880999.9932166195,0.08809999932166195,8.809999932166194,20.009999932166195
5,5,Jennie Garth,instagram,OPTIMAL,25.0,1000000.0,False,1000999.995026204,0.1000999995026204,10.00999995026204,20.009999950262042
5,5,Helio Castroneves,instagram,OPTIMAL,23.0,149000.0,False,1080999.9933063686,0.10809999933063685,10.809999933063686,20.009999933063686
5,5,Helio Castroneves,instagram,OPTIMAL,23.0,149000.0,False,1080999.9933063686,0.10809999933063685,10.809999933063686,20.009999933063686
5,5,Mel B,instagram,OPTIMAL,29.0,1800000.0,False,841000.0586612828,0.08410000586612827,8.410000586612828,20.01000058661283
5,5,Marie Osmond,instagram,OPTIMAL,21.0,385000.0,False,1160999.9934222293,0.11609999934222293,11.609999934222293,20.009999934222293
5,5,Mark Cuban,instagram,OPTIMAL,21.0,22000000.0,True,1150999.9928585049,0.11509999928585048,11.509999928585048,19.909999928585048
5,6,Cameron Mathison,uniform,OPTIMAL,25.0,400000.0,False,1111111.1238855827,0.11111111238855827,11.111111238855827,21.840724972761404
5,6,Jane Seymour,uniform,OPTIMAL,22.0,475000.0,False,1171669.0253296983,0.11716690253296982,11.716690253296983,21.158750339133892
5,6,Sabrina Bryan,uniform,OPTIMAL,25.0,220000.0,True,1032913.6564325574,0.10329136564325574,10.329136564325573,21.058750298231153
5,6,Sabrina Bryan,uniform,OPTIMAL,25.0,220000.0,True,1111111.1238855827,0.11111111238855827,11.111111238855827,21.840724972761404
5,6,Jennie Garth,uniform,OPTIMAL,27.0,1000000.0,False,1111111.1143866624,0.11111111143866624,11.111111143866625,22.69909397648465
5,6,Helio Castroneves,uniform,OPTIMAL,28.0,149000.0,False,1111111.1133592082,0.11111111133592083,11.111111133592082,23.12827851556633
5,6,Helio Castroneves,uniform,OPTIMAL,28.0,149000.0,False,1111111.1133592082,0.11111111133592083,11.111111133592082,23.12827851556633
5,6,Mel B,uniform,OPTIMAL,30.0,1800000.0,False,1111111.1124331353,0.11111111124331352,11.111111124331352,23.986647605018046
5,6,Marie Osmond,uniform,OPTIMAL,23.0,385000.0,False,1128750.6169283653,0.11287506169283652,11.287506169283652,21.158750804476785
5,6,Cameron Mathison,judge_proportional,OPTIMAL,25.0,400000.0,False,1072961.450368401,0.1072961450368401,10.72961450368401,21.45922823758959
5,6,Jane Seymour,judge_proportional,OPTIMAL,22.0,475000.0,False,1061988.342684241,0.10619883426842411,10.61988342684241,20.06194351267932
5,6,Sabrina Bryan,judge_proportional,OPTIMAL,25.0,220000.0,True,923232.9701424573,0.09232329701424573,9.232329701424574,19.961943435330156
5,6,Sabrina Bryan,judge_proportional,OPTIMAL,25.0,220000.0,True,1072961.450368401,0.1072961450368401,10.72961450368401,21.45922823758959
5,6,Jennie Garth,judge_proportional,OPTIMAL,27.0,1000000.0,False,1158798.3030857267,0.11587983030857267,11.587983030857266,23.17596586347529
5,6,Helio Castroneves,judge_proportional,OPTIMAL,28.0,149000.0,False,1201716.7515098914,0.12017167515098914,12.017167515098915,24.034334897073162
5,6,Helio Castroneves,judge_proportional,OPTIMAL,28.0,149000.0,False,1201716.7515098914,0.12017167515098914,12.017167515098915,24.034334897073162
5,6,Mel B,judge_proportional,OPTIMAL,30.0,1800000.0,False,1287553.6555587032,0.12875536555587033,12.875536555587033,25.75107303627373
5,6,Marie Osmond,judge_proportional,OPTIMAL,23.0,385000.0,False,1019070.324772281,0.1019070324772281,10.19070324772281,20.06194788291594
5,6,Cameron Mathison,instagram,OPTIMAL,25.0,400000.0,False,833680.7104111543,0.08336807104111543,8.336807104111543,19.066420838017123
5,6,Jane Seymour,instagram,OPTIMAL,22.0,475000.0,False,989995.838162975,0.0989995838162975,9.89995838162975,19.34201846746666
5,6,Sabrina Bryan,instagram,OPTIMAL,25.0,220000.0,True,439038.3057527758,0.04390383057527758,4.3903830575277585,15.119996791433337
5,6,Sabrina Bryan,instagram,OPTIMAL,25.0,220000.0,True,458532.56946120807,0.04585325694612081,4.585325694612081,15.31493942851766
5,6,Jennie Garth,instagram,OPTIMAL,27.0,1000000.0,False,2084201.7426283683,0.20842017426283682,20.842017426283682,32.43000025890171
5,6,Helio Castroneves,instagram,OPTIMAL,28.0,149000.0,False,320284.9959156319,0.03202849959156319,3.202849959156319,15.220017341130568
5,6,Helio Castroneves,instagram,OPTIMAL,28.0,149000.0,False,320284.9959156319,0.03202849959156319,3.202849959156319,15.220017341130568
5,6,Mel B,instagram,OPTIMAL,30.0,1800000.0,False,3751563.1426946186,0.37515631426946183,37.515631426946186,50.39116790763287
5,6,Marie Osmond,instagram,OPTIMAL,23.0,385000.0,False,802417.6990576377,0.08024176990576377,8.024176990576377,17.895421625769508
5,7,Cameron Mathison,uniform,OPTIMAL,25.5,400000.0,False,1428575.9942171993,0.14285759942171994,14.285759942171994,28.296748953161003
5,7,Jane Seymour,uniform,OPTIMAL,25.0,475000.0,True,1428563.1069926857,0.14285631069926857,14.285631069926858,28.021894806190595
5,7,Jennie Garth,uniform,OPTIMAL,26.5,1000000.0,False,1428571.9265081505,0.14285719265081506,14.285719265081505,28.84615882552107
5,7,Helio Castroneves,uniform,OPTIMAL,26.0,149000.0,False,1428572.4067510925,0.14285724067510924,14.285724067510925,28.571438353225208
5,7,Helio Castroneves,uniform,OPTIMAL,26.0,149000.0,False,1428572.4067510925,0.14285724067510924,14.285724067510925,28.571438353225208
5,7,Mel B,uniform,OPTIMAL,27.0,1800000.0,False,1428571.752028687,0.1428571752028687,14.28571752028687,29.120882355451705
5,7,Marie Osmond,uniform,OPTIMAL,26.0,385000.0,False,1428572.4067510925,0.14285724067510924,14.285724067510925,28.571438353225208
5,7,Cameron Mathison,judge_proportional,OPTIMAL,25.5,400000.0,False,1401098.9703356288,0.14010989703356289,14.01098970335629,28.0219787143453
5,7,Jane Seymour,judge_proportional,OPTIMAL,25.0,475000.0,True,1373626.2318443381,0.13736262318443382,13.736262318443382,27.47252605470712
5,7,Jennie Garth,judge_proportional,OPTIMAL,26.5,1000000.0,False,1456043.9659264968,0.14560439659264968,14.560439659264969,29.12087921970453
5,7,Helio Castroneves,judge_proportional,OPTIMAL,26.0,149000.0,False,1428571.4473097434,0.14285714473097433,14.285714473097432,28.571428758811717
5,7,Helio Castroneves,judge_proportional,OPTIMAL,26.0,149000.0,False,1428571.4473097434,0.14285714473097433,14.285714473097432,28.571428758811717
5,7,Mel B,judge_proportional,OPTIMAL,27.0,1800000.0,False,1483516.489964306,0.14835164899643058,14.835164899643058,29.670329734807893
5,7,Marie Osmond,judge_proportional,OPTIMAL,26.0,385000.0,False,1428571.4473097434,0.14285714473097433,14.285714473097432,28.571428758811717
5,7,Cameron Mathison,instagram,OPTIMAL,25.5,400000.0,False,917852.3315639986,0.09178523315639986,9.178523315639985,23.189512326628996
5,7,Jane Seymour,instagram,OPTIMAL,25.0,475000.0,True,621213.0844272408,0.06212130844272407,6.212130844272408,19.948394580536146
5,7,Jennie Garth,instagram,OPTIMAL,26.5,1000000.0,False,2294630.562188269,0.2294630562188269,22.94630562188269,37.506745182322256
5,7,Helio Castroneves,instagram,OPTIMAL,26.0,149000.0,False,576268.0644613091,0.05762680644613091,5.762680644613091,20.048394930327376
5,7,Helio Castroneves,instagram,OPTIMAL,26.0,149000.0,False,576268.0644613091,0.05762680644613091,5.762680644613091,20.048394930327376
5,7,Mel B,instagram,OPTIMAL,27.0,1800000.0,False,4130335.0129142087,0.41303350129142086,41.30335012914209,56.13851496430692
5,7,Marie Osmond,instagram,OPTIMAL,26.0,385000.0,False,883432.8799836413,0.08834328799836413,8.834328799836413,23.120043085550698
5,8,Cameron Mathison,uniform,OPTIMAL,25.5,400000.0,True,1628748.869255185,0.1628748869255185,16.28748869255185,32.22498869255185
5,8,Jennie Garth,uniform,OPTIMAL,25.0,1000000.0,False,1670002.2079549925,0.16700022079549925,16.700022079549925,32.325022079549925
5,8,Helio Castroneves,uniform,OPTIMAL,28.5,149000.0,False,1666666.6729426829,0.1666666672942683,16.66666672942683,34.47916672942683
5,8,Helio Castroneves,uniform,OPTIMAL,28.5,149000.0,False,1666666.6729426829,0.1666666672942683,16.66666672942683,34.47916672942683
5,8,Mel B,uniform,OPTIMAL,28.0,1800000.0,False,1666666.674556553,0.16666666745565528,16.66666674556553,34.16666674556553
5,8,Marie Osmond,uniform,OPTIMAL,24.5,385000.0,False,1701248.9023479025,0.17012489023479024,17.012489023479024,32.32498902347902
5,8,Cameron Mathison,judge_proportional,OPTIMAL,25.5,400000.0,True,1524582.0617200593,0.15245820617200592,15.245820617200593,31.183320617200593
5,8,Jennie Garth,judge_proportional,OPTIMAL,25.0,1000000.0,False,1565835.8504193586,0.15658358504193587,15.658358504193586,31.283358504193586
5,8,Helio Castroneves,judge_proportional,OPTIMAL,28.5,149000.0,False,1781250.0027399291,0.17812500027399292,17.81250002739929,35.62500002739929
5,8,Helio Castroneves,judge_proportional,OPTIMAL,28.5,149000.0,False,1781250.0027399291,0.17812500027399292,17.81250002739929,35.62500002739929
5,8,Mel B,judge_proportional,OPTIMAL,28.0,1800000.0,False,1750000.0035048304,0.17500000035048305,17.500000035048306,35.00000003504831
5,8,Marie Osmond,judge_proportional,OPTIMAL,24.5,385000.0,False,1597082.0788758919,0.1597082078875892,15.97082078875892,31.283320788758918
5,8,Cameron Mathison,instagram,OPTIMAL,25.5,400000.0,True,717526.0200372091,0.07175260200372091,7.175260200372091,23.11276020037209
5,8,Jennie Garth,instagram,OPTIMAL,25.0,1000000.0,False,2575328.343062489,0.2575328343062489,25.75328343062489,41.37828343062489
5,8,Helio Castroneves,instagram,OPTIMAL,28.5,149000.0,False,540026.2525397388,0.05400262525397388,5.400262525397388,23.21276252539739
5,8,Helio Castroneves,instagram,OPTIMAL,28.5,149000.0,False,540026.2525397388,0.05400262525397388,5.400262525397388,23.21276252539739
5,8,Mel B,instagram,OPTIMAL,28.0,1800000.0,False,4635591.023035635,0.4635591023035635,46.35591023035635,63.85591023035635
5,8,Marie Osmond,instagram,OPTIMAL,24.5,385000.0,False,991502.108785123,0.0991502108785123,9.91502108785123,25.22752108785123
5,9,Jennie Garth,uniform,OPTIMAL,29.0,1000000.0,True,1960984.2135502733,0.19609842135502734,19.609842135502735,39.337733291965314
5,9,Helio Castroneves,uniform,OPTIMAL,30.0,149000.0,False,2000000.996806713,0.2000000996806713,20.000009968067133,40.408173233373255
5,9,Helio Castroneves,uniform,OPTIMAL,30.0,149000.0,False,2000000.996806713,0.2000000996806713,20.000009968067133,40.408173233373255
5,9,Mel B,uniform,OPTIMAL,30.0,1800000.0,False,2000000.996806713,0.2000000996806713,20.000009968067133,40.408173233373255
5,9,Marie Osmond,uniform,OPTIMAL,28.0,385000.0,False,2039012.796029561,0.2039012796029561,20.390127960295608,39.43774700791466
5,9,Jennie Garth,judge_proportional,OPTIMAL,29.0,1000000.0,True,1899761.825374068,0.1899761825374068,18.99761825374068,38.725509410203266
5,9,Helio Castroneves,judge_proportional,OPTIMAL,30.0,149000.0,False,2040816.3606700278,0.20408163606700278,20.408163606700278,40.8163268720064
5,9,Helio Castroneves,judge_proportional,OPTIMAL,30.0,149000.0,False,2040816.3606700278,0.20408163606700278,20.408163606700278,40.8163268720064
